fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_ekf, voc, Voc_stat, e_w_f, fltw, falw,
unit_f, 2022-11-22T10:31:48, 1669113108,   0.000,  12.828,   0.000,   0.000,  25.000,  12.828,  23.485,  0.0716,  0.0678,  11.782,  11.582,   0.119, 0, 0,
unit_f, 2022-11-22T10:31:58, 1669113118,   0.000,  12.865,   0.000,   0.000,  25.000,  12.865,  -4.095,  0.0749,  0.0711,  11.889,  11.689,   0.120, 0, 0,
unit_f, 2022-11-22T10:32:09, 1669113129,   0.000,  12.808,   0.000,   0.000,  25.000,  12.808, -38.418,  0.0774,  0.0735,  11.969,  11.769,   0.122, 0, 0,
unit_f, 2022-11-22T10:32:19, 1669113139,   0.000,  12.662,   0.000,   0.000,  25.000,  12.662,  31.948,  0.0789,  0.0749,  12.016,  11.816,   0.122, 0, 0,
unit_f, 2022-11-22T10:32:29, 1669113149,   0.000,  12.476,   0.000,   0.000,  25.000,  12.476,   0.000,  0.0793,  0.0753,  12.023,  11.825,   0.125, 0, 0,
unit_f, 2022-11-22T10:32:39, 1669113159,   0.000,  12.418,   0.000,   0.000,  25.000,  12.418,   0.000,  0.0793,  0.0753,  12.018,  11.823,   0.127, 0, 0,
unit_f, 2022-11-22T10:32:49, 1669113169,   0.000,  12.367,   0.000,   0.000,  25.000,  12.367,   0.000,  0.0793,  0.0753,  12.012,  11.822,   0.128, 0, 0,
unit_f, 2022-11-22T10:31:48, 1669113108,   0.000,  12.828,   0.000,   0.000,  25.000,  12.828,  23.485,  0.0716,  0.0678,  11.782,  11.582,   0.119, 0, 0,
unit_f, 2022-11-22T10:31:58, 1669113118,   0.000,  12.865,   0.000,   0.000,  25.000,  12.865,  -4.095,  0.0749,  0.0711,  11.889,  11.689,   0.120, 0, 0,
unit_f, 2022-11-22T10:32:09, 1669113129,   0.000,  12.808,   0.000,   0.000,  25.000,  12.808, -38.418,  0.0774,  0.0735,  11.969,  11.769,   0.122, 0, 0,
unit_f, 2022-11-22T10:32:19, 1669113139,   0.000,  12.662,   0.000,   0.000,  25.000,  12.662,  31.948,  0.0789,  0.0749,  12.016,  11.816,   0.122, 0, 0,
unit_f, 2022-11-22T10:32:29, 1669113149,   0.000,  12.476,   0.000,   0.000,  25.000,  12.476,   0.000,  0.0793,  0.0753,  12.023,  11.825,   0.125, 0, 0,
unit_f, 2022-11-22T10:32:39, 1669113159,   0.000,  12.418,   0.000,   0.000,  25.000,  12.418,   0.000,  0.0793,  0.0753,  12.018,  11.823,   0.127, 0, 0,
unit_f, 2022-11-22T10:32:49, 1669113169,   0.000,  12.367,   0.000,   0.000,  25.000,  12.367,   0.000,  0.0793,  0.0753,  12.012,  11.822,   0.128, 0, 0,
unit_f, 2022-11-22T10:31:48, 1669113108,   0.000,  12.828,   0.000,   0.000,  25.000,  12.828,  23.485,  0.0716,  0.0678,  11.782,  11.582,   0.119, 0, 0,
unit_f, 2022-11-22T10:31:58, 1669113118,   0.000,  12.865,   0.000,   0.000,  25.000,  12.865,  -4.095,  0.0749,  0.0711,  11.889,  11.689,   0.120, 0, 0,
unit_f, 2022-11-22T10:32:09, 1669113129,   0.000,  12.808,   0.000,   0.000,  25.000,  12.808, -38.418,  0.0774,  0.0735,  11.969,  11.769,   0.122, 0, 0,
unit_f, 2022-11-22T10:32:19, 1669113139,   0.000,  12.662,   0.000,   0.000,  25.000,  12.662,  31.948,  0.0789,  0.0749,  12.016,  11.816,   0.122, 0, 0,
unit_f, 2022-11-22T10:32:29, 1669113149,   0.000,  12.476,   0.000,   0.000,  25.000,  12.476,   0.000,  0.0793,  0.0753,  12.023,  11.825,   0.125, 0, 0,
unit_f, 2022-11-22T10:32:39, 1669113159,   0.000,  12.418,   0.000,   0.000,  25.000,  12.418,   0.000,  0.0793,  0.0753,  12.018,  11.823,   0.127, 0, 0,
unit_f, 2022-11-22T10:32:49, 1669113169,   0.000,  12.367,   0.000,   0.000,  25.000,  12.367,   0.000,  0.0793,  0.0753,  12.012,  11.822,   0.128, 0, 0,
